Feature ID	Test stat.	pval	pval_fdr	pval_bon	taxonomy
218152	-0.882702025669	3.13243091003e-05	0.0321284561273	0.485652088291	k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__FAC88; f__; g__; s__
4080005	-0.882663350106	3.13964912579e-05	0.0321284561273	0.486771200463	k__Bacteria; p__Verrucomicrobia; c__[Methylacidiphilae]; o__S-BQ2-57; f__; g__; s__
921722	-0.881070747013	3.44889254984e-05	0.0321284561273	0.534716300927	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__
223808	-0.880739734166	3.51618116449e-05	0.0321284561273	0.545148727742	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__
112066	-0.880707175807	3.5228570315e-05	0.0321284561273	0.546183754164	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
551517	-0.879160717765	3.85205738212e-05	0.0331790542513	0.597222976523	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
722416	-0.876646347803	4.44046133835e-05	0.0362341645209	0.688449125898	k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__Ellin6537; f__; g__; s__
89144	-0.872155453081	5.67226045812e-05	0.0438538567083	0.879427261427	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
4386592	-0.871286082223	5.93995737148e-05	0.0438538567083	0.920930990874	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__
213580	-0.870136540574	6.30954337271e-05	0.044465072932	0.978231604505	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
225982	-0.867758608206	7.13321622322e-05	0.0463817029499	1.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
4314520	-0.867630806728	7.179830178e-05	0.0463817029499	1.0	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__N1423WL; f__; g__; s__
821705	-0.863163208162	8.97086633608e-05	0.0542230161454	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
214718	-0.862885402736	9.09312706256e-05	0.0542230161454	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__; f__; g__; s__
204970	-0.861171899335	9.87724666064e-05	0.0544520114922	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__; s__
957360	-0.86013986014	0.000103751810512	0.0544520114922	1.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
938039	-0.859654414633	0.000106162757269	0.0544520114922	1.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
815088	0.859654414633	0.000106162757269	0.0544520114922	1.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
4408112	-0.859082511492	0.000109060677601	0.0544520114922	1.0	k__Bacteria; p__Planctomycetes; c__BD7-11; o__; f__; g__; s__
217839	-0.857787049138	0.000115860466004	0.0544520114922	1.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
213634	-0.857779664703	0.00011590017926	0.0544520114922	1.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
790527	-0.855655020473	0.000127789429934	0.0576191841412	1.0	k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__FW68; f__; g__; s__
151283	-0.854703741362	0.000133420215445	0.0576191841412	1.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
215825	-0.854642291373	0.000133790675251	0.0576191841412	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Ellin329; f__; g__; s__
279297	-0.852035851252	0.000150280089579	0.0621397200078	1.0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
2954732	-0.851139659031	0.00015631121519	0.0621397200078	1.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__
529793	-0.851139659031	0.00015631121519	0.0621397200078	1.0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__
593659	-0.849128034045	0.000170555079298	0.0627393154285	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
3738429	-0.848648002962	0.000174102664638	0.0627393154285	1.0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__
105453	-0.84792799899	0.000179533986253	0.0627393154285	1.0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
240388	-0.847704211845	0.000181249388108	0.0627393154285	1.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
562471	-0.847637026689	0.000181766929777	0.0627393154285	1.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
1081231	-0.846153846154	0.000193495999582	0.0627393154285	1.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
561767	-0.846153846154	0.000193495999582	0.0627393154285	1.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
160908	-0.84271753632	0.000222996733537	0.0627393154285	1.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__A21b; f__EB1003; g__; s__
541963	-0.840631762006	0.000242578954409	0.0627393154285	1.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
520587	-0.840412818973	0.000244711257734	0.0627393154285	1.0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
843920	-0.840412818973	0.000244711257734	0.0627393154285	1.0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
4398656	-0.839774418369	0.000251013854499	0.0627393154285	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
215999	-0.839774418369	0.000251013854499	0.0627393154285	1.0	k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__0319-7L14; f__; g__; s__
207153	-0.839774418369	0.000251013854499	0.0627393154285	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
588961	-0.839160839161	0.000257192278975	0.0627393154285	1.0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__
554420	-0.838601653458	0.000262927605588	0.0627393154285	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__; s__
755268	-0.838330008289	0.000265750150631	0.0627393154285	1.0	k__Bacteria; p__Armatimonadetes; c__SJA-176; o__; f__; g__; s__
4478413	-0.838330008289	0.000265750150631	0.0627393154285	1.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
1104594	-0.838330008289	0.000265750150631	0.0627393154285	1.0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__
113866	-0.838330008289	0.000265750150631	0.0627393154285	1.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
557785	-0.837712503048	0.000272255889445	0.0627393154285	1.0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
4327914	-0.837712503048	0.000272255889445	0.0627393154285	1.0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__
4366345	-0.837712503048	0.000272255889445	0.0627393154285	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__
551344	-0.837129129664	0.000278517509013	0.0627393154285	1.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
4425901	-0.836928310847	0.000280699221438	0.0627393154285	1.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
772561	-0.836431354968	0.000286156498599	0.0627393154285	1.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
732890	-0.836011342052	0.000290834128634	0.0627393154285	1.0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
224790	-0.835906224996	0.000292014232727	0.0627393154285	1.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
256536	-0.835388423046	0.000297882890741	0.0627393154285	1.0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
217241	-0.835092859929	0.000301274397062	0.0627393154285	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__
969518	-0.834385673847	0.000309513407026	0.0627393154285	1.0	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__; s__
227064	-0.833336343848	0.000322066288874	0.0627393154285	1.0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__
571709	-0.832167832168	0.000336515511525	0.0627393154285	1.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
223251	-0.832167832168	0.000336515511525	0.0627393154285	1.0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
1136154	-0.832091899973	0.000337471890986	0.0627393154285	1.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-5; o__; f__; g__; s__
219551	-0.832091899973	0.000337471890986	0.0627393154285	1.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__
238508	-0.832091899973	0.000337471890986	0.0627393154285	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__wittichii
220493	-0.832091899973	0.000337471890986	0.0627393154285	1.0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__
821187	-0.832091899973	0.000337471890986	0.0627393154285	1.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
323010	-0.832091899973	0.000337471890986	0.0627393154285	1.0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__
901984	0.832050294338	0.000337996832148	0.0627393154285	1.0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__Microthrixaceae; g__; s__
929281	-0.832050294338	0.000337996832148	0.0627393154285	1.0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
212644	-0.832050294338	0.000337996832148	0.0627393154285	1.0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__
212366	-0.832050294338	0.000337996832148	0.0627393154285	1.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
1109766	-0.831898391042	0.000339918891641	0.0627393154285	1.0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
212994	-0.831006521941	0.000351378913232	0.0640915137735	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
4026015	-0.829988416166	0.000364831964457	0.0652973261629	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__
4330994	-0.829870722043	0.000366413014459	0.0652973261629	1.0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__Ellin7246; f__; g__; s__
215449	-0.829312790245	0.000373981807508	0.0658887948137	1.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__A21b; f__EB1003; g__; s__
959195	-0.828956394018	0.000378880850086	0.0659752963289	1.0	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Ellin5301; g__; s__
78839	-0.827814482264	0.0003949197136	0.0659752963289	1.0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
207912	-0.826901586506	0.000408123150815	0.0659752963289	1.0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__
223520	-0.826901586506	0.000408123150815	0.0659752963289	1.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
1111496	-0.826621232639	0.000412247047495	0.0659752963289	1.0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
250967	-0.826587676895	0.00041274283223	0.0659752963289	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
1133464	-0.825817620105	0.000424250147537	0.0659752963289	1.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
807594	-0.825817620105	0.000424250147537	0.0659752963289	1.0	k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__FW68; f__; g__; s__
578045	-0.825817620105	0.000424250147537	0.0659752963289	1.0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__
201597	-0.825817620105	0.000424250147537	0.0659752963289	1.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
250674	-0.825817620105	0.000424250147537	0.0659752963289	1.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__Candidatus Koribacter; s__
583945	-0.825428920001	0.000430153869603	0.0659752963289	1.0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__[Pedosphaeraceae]; g__Pedosphaera; s__
224129	-0.825174825175	0.000434048002164	0.0659752963289	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
770413	-0.825174825175	0.000434048002164	0.0659752963289	1.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__A17; s__
1009763	-0.823118600298	0.000466592402647	0.0702334816566	1.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
191331	-0.821057685812	0.000501107113079	0.0738168972641	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
4475886	-0.819346490399	0.000531262305031	0.0738168972641	1.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium; s__
929398	-0.818181818182	0.000552588033449	0.0738168972641	1.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
683649	-0.818181818182	0.000552588033449	0.0738168972641	1.0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
1106926	-0.818181818182	0.000552588033449	0.0738168972641	1.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Pirellula; s__
226288	-0.817548892283	0.000564455496869	0.0738168972641	1.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
331129	-0.817548892283	0.000564455496869	0.0738168972641	1.0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__
156032	-0.817290714104	0.000569353367982	0.0738168972641	1.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__Candidatus Koribacter; s__
915958	-0.816921665637	0.000576412331654	0.0738168972641	1.0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
255128	-0.816556271757	0.000583468792061	0.0738168972641	1.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
227450	-0.816300284115	0.000588452599304	0.0738168972641	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__; s__
644793	-0.816209401372	0.000590229989819	0.0738168972641	1.0	k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Elusimicrobiales; f__; g__; s__
368942	-0.816113335614	0.000592113314266	0.0738168972641	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
257008	-0.815684897735	0.000600570034654	0.0738168972641	1.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
4374731	-0.815450061974	0.00060524530623	0.0738168972641	1.0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__
33768	-0.815450061974	0.00060524530623	0.0738168972641	1.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__Nostocoida; s__limicola
4456518	-0.815450061974	0.00060524530623	0.0738168972641	1.0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__
609236	-0.815450061974	0.00060524530623	0.0738168972641	1.0	k__Bacteria; p__FCPU426; c__; o__; f__; g__; s__
324699	-0.815450061974	0.00060524530623	0.0738168972641	1.0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
248444	-0.815450061974	0.00060524530623	0.0738168972641	1.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
685505	-0.815450061974	0.00060524530623	0.0738168972641	1.0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
106151	-0.815273775287	0.000608773633513	0.0738168972641	1.0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__OR-59; s__
327197	-0.815241197483	0.000609427428393	0.0738168972641	1.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
61192	-0.815241197483	0.000609427428393	0.0738168972641	1.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
4365229	-0.815241197483	0.000609427428393	0.0738168972641	1.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium; s__
154224	-0.813305231922	0.000649278046439	0.0768428002442	1.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__Candidatus Koribacter; s__
27191	-0.813305231922	0.000649278046439	0.0768428002442	1.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
154519	-0.813305231922	0.000649278046439	0.0768428002442	1.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
517884	-0.811962076516	0.000678102738659	0.0795893608047	1.0	k__Bacteria; p__OP3; c__PBS-25; o__; f__; g__; s__
806378	-0.811558597694	0.000686953974429	0.0795893608047	1.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
144089	-0.811516378437	0.000687885342352	0.0795893608047	1.0	k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Opitutales; f__Opitutaceae; g__; s__
240491	-0.811188811189	0.000695145131588	0.0798335564455	1.0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__
1117743	-0.810565079731	0.00070913412489	0.0808412902374	1.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__
989766	-0.810025907756	0.000721402912386	0.0816396405375	1.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
338969	-0.809108070931	0.000742668691885	0.0834372130361	1.0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__
593400	-0.80859198558	0.000754839072024	0.0841944242637	1.0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
216549	-0.807794199367	0.000773958051889	0.0851095014581	1.0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
912372	-0.807791549915	0.000774022168833	0.0851095014581	1.0	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Ellin5290; f__; g__; s__
105790	-0.807129142974	0.000790182895244	0.0853590764742	1.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__Methylophilaceae; g__; s__
325365	-0.807129142974	0.000790182895244	0.0853590764742	1.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
655207	-0.807022511696	0.000792808759823	0.0853590764742	1.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
1148005	-0.8049636398	0.000844856693894	0.0888075149624	1.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Ellin6067; f__; g__; s__
137180	-0.804945473695	0.000845327467287	0.0888075149624	1.0	k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__FW68; f__; g__; s__
890463	-0.804945473695	0.000845327467287	0.0888075149624	1.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
1018122	-0.804600607853	0.000854303438729	0.0888075149624	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__
452924	-0.804195804196	0.000864933872506	0.0888075149624	1.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Patulibacteraceae; g__; s__
156917	-0.804195804196	0.000864933872506	0.0888075149624	1.0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__
1108431	-0.804195804196	0.000864933872506	0.0888075149624	1.0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__
1104695	-0.80319368604	0.000891693175882	0.0897881682914	1.0	k__Bacteria; p__Verrucomicrobia; c__[Methylacidiphilae]; o__S-BQ2-57; f__; g__; s__
314978	-0.80319368604	0.000891693175882	0.0897881682914	1.0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
824396	-0.802968683474	0.000897788881612	0.0897881682914	1.0	k__Bacteria; p__Armatimonadetes; c__[Fimbriimonadia]; o__[Fimbriimonadales]; f__[Fimbriimonadaceae]; g__Fimbriimonas; s__
210313	-0.802968683474	0.000897788881612	0.0897881682914	1.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__A21b; f__EB1003; g__; s__
212493	-0.802761101409	0.000903441321817	0.0897881682914	1.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
1068936	-0.802293280111	0.000916281480194	0.0904285323551	1.0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
4354842	-0.802102806247	0.000921549800833	0.0904285323551	1.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
211309	-0.801037971396	0.000951437188862	0.0915997099308	1.0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
239396	-0.800838531353	0.000957117712125	0.0915997099308	1.0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
242467	-0.800838531353	0.000957117712125	0.0915997099308	1.0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
